0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.737 | MinDCF =0.997
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.565 | MinDCF =0.985
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =0.997 | MinDCF =0.985
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.137 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =8.993 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.936 | MinDCF =0.895
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =0.999 | MinDCF =0.895
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.227 | MinDCF =0.997
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =0.999 | MinDCF =0.997
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.274 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =8.987 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.987 | MinDCF =0.867
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.867
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.595 | MinDCF =0.998
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.013 | MinDCF =0.998
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.976 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =8.980 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.978 | MinDCF =0.906
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =0.999 | MinDCF =0.906
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.803 | MinDCF =0.998
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.012 | MinDCF =0.998
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.161 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =8.963 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.985 | MinDCF =0.898
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =0.996 | MinDCF =0.898
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.684 | MinDCF =0.989
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =0.996 | MinDCF =0.989
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =3.055 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =8.993 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.928 | MinDCF =0.864
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =0.999 | MinDCF =0.864
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =6.227 | MinDCF =0.999
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =0.999 | MinDCF =0.999
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.741 | MinDCF =0.998
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =8.963 | MinDCF =0.998
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.960 | MinDCF =0.926
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =0.996 | MinDCF =0.926
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =6.859 | MinDCF =0.989
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =0.996 | MinDCF =0.989
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.857 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =8.965 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.950 | MinDCF =0.916
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =0.998 | MinDCF =0.916
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =7.645 | MinDCF =0.996
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.011 | MinDCF =0.996
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.192 | MinDCF =0.998
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =8.993 | MinDCF =0.998
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.976 | MinDCF =0.923
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =0.999 | MinDCF =0.923
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =8.572 | MinDCF =0.999
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =0.999 | MinDCF =0.999
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =3.340 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.958 | MinDCF =0.922
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.922
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =6.244 | MinDCF =0.999
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.999
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =3.416 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =8.987 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.989 | MinDCF =0.929
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.929
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =6.470 | MinDCF =0.998
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.013 | MinDCF =0.998
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =2.141 | MinDCF =0.998
0.1 | 0.1 | SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =8.908 | MinDCF =0.998
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =0.895 | MinDCF =0.878
0.1 | 0.5 | SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =0.993 | MinDCF =0.878
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =6.807 | MinDCF =1.005
0.1 | 0.9 | SVM Poly | K = 10.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.019 | MinDCF =1.005
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.955 | MinDCF =0.927
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =8.458 | MinDCF =0.927
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.949 | MinDCF =0.746
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =0.947 | MinDCF =0.746
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =8.531 | MinDCF =0.982
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =1.012 | MinDCF =0.982
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.878 | MinDCF =0.786
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =6.806 | MinDCF =0.786
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.865 | MinDCF =0.501
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =0.803 | MinDCF =0.501
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =7.768 | MinDCF =0.955
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =1.220 | MinDCF =0.955
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.401 | MinDCF =0.955
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =7.020 | MinDCF =0.955
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.514 | MinDCF =0.479
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =0.821 | MinDCF =0.479
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =3.737 | MinDCF =0.982
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =1.186 | MinDCF =0.982
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.741 | MinDCF =0.702
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =5.157 | MinDCF =0.702
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.565 | MinDCF =0.344
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =0.615 | MinDCF =0.344
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =4.911 | MinDCF =0.905
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.01 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =0.993 | MinDCF =0.905
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.933 | MinDCF =0.900
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =8.332 | MinDCF =0.900
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.920 | MinDCF =0.723
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =0.939 | MinDCF =0.723
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =8.268 | MinDCF =0.968
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =1.056 | MinDCF =0.968
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.875 | MinDCF =0.755
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =6.456 | MinDCF =0.755
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.856 | MinDCF =0.476
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =0.759 | MinDCF =0.476
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =7.681 | MinDCF =0.947
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =1.138 | MinDCF =0.947
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.461 | MinDCF =0.970
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =7.015 | MinDCF =0.970
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.515 | MinDCF =0.468
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =0.823 | MinDCF =0.468
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =3.686 | MinDCF =0.971
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =1.215 | MinDCF =0.971
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.762 | MinDCF =0.714
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =5.161 | MinDCF =0.714
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.527 | MinDCF =0.334
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =0.613 | MinDCF =0.334
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =4.507 | MinDCF =0.911
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.016681005372000592 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =0.965 | MinDCF =0.911
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.909 | MinDCF =0.876
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =8.168 | MinDCF =0.876
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.896 | MinDCF =0.708
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =0.925 | MinDCF =0.708
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =8.047 | MinDCF =0.969
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =1.082 | MinDCF =0.969
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.861 | MinDCF =0.768
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =5.965 | MinDCF =0.768
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.841 | MinDCF =0.440
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =0.712 | MinDCF =0.440
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =7.549 | MinDCF =0.947
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =1.156 | MinDCF =0.947
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.487 | MinDCF =0.978
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =7.007 | MinDCF =0.978
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.515 | MinDCF =0.473
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =0.821 | MinDCF =0.473
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 3.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =3.660 | MinDCF =0.960
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 3.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =1.199 | MinDCF =0.960
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.741 | MinDCF =0.726
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =5.192 | MinDCF =0.726
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.480 | MinDCF =0.325
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =0.617 | MinDCF =0.325
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 3.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =4.055 | MinDCF =0.897
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.027825594022071243 | d = 3.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =0.983 | MinDCF =0.897
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.046415888336127774 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.889 | MinDCF =0.856
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.046415888336127774 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =8.079 | MinDCF =0.856
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.046415888336127774 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.876 | MinDCF =0.697
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.046415888336127774 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =0.921 | MinDCF =0.697
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.046415888336127774 | d = 2.0 | c = 0.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =7.871 | MinDCF =0.961
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.046415888336127774 | d = 2.0 | c = 0.0 | Normalized | Calibrated | PCA = 10 | ActDCF =1.130 | MinDCF =0.961
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.046415888336127774 | d = 2.0 | c = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.857 | MinDCF =0.742
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.046415888336127774 | d = 2.0 | c = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =5.705 | MinDCF =0.742
