0.06720471382141113
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.01 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.274 | MinDCF =0.244
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =0.816 | MinDCF =0.797
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =5.333 | MinDCF =0.984
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =5.406 | MinDCF =0.982
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =4.080 | MinDCF =0.961
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =2.582 | MinDCF =0.964
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.629 | MinDCF =0.620
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =0.653 | MinDCF =0.619
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.207 | MinDCF =0.907
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =3.946 | MinDCF =0.915
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =9.000
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =9.000 | MinDCF =5.061
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =9.000
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.0774263682681127 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =9.000 | MinDCF =5.061
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =5.892 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.283 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.865 | MinDCF =0.851
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =0.991 | MinDCF =0.911
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.755 | MinDCF =0.996
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =8.631 | MinDCF =0.996
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =3.973 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =2.770 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.732 | MinDCF =0.683
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =0.804 | MinDCF =0.717
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =3.343 | MinDCF =0.955
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =5.267 | MinDCF =0.958
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =9.000
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =9.000 | MinDCF =5.061
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.842 | MinDCF =0.978
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.587 | MinDCF =0.976
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.926 | MinDCF =0.868
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =0.901 | MinDCF =0.867
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =7.415 | MinDCF =0.989
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.1291549665014884 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =7.420 | MinDCF =0.989
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =4.971 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.674 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.002 | MinDCF =0.947
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =0.907 | MinDCF =0.886
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =5.046 | MinDCF =1.000
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =7.397 | MinDCF =0.996
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =3.437 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =2.051 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.921 | MinDCF =0.767
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.027 | MinDCF =0.778
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =5.774 | MinDCF =0.983
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =8.218 | MinDCF =0.981
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =9.000
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =9.000 | MinDCF =5.061
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =9.000
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.21544346900318834 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =9.000 | MinDCF =5.061
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.599 | MinDCF =0.976
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =3.108 | MinDCF =0.977
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.545 | MinDCF =0.524
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =0.527 | MinDCF =0.520
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.855 | MinDCF =0.977
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =2.164 | MinDCF =0.982
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =3.559 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.486 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.820 | MinDCF =0.719
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.024 | MinDCF =0.831
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =4.640 | MinDCF =0.994
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =8.751 | MinDCF =0.997
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.788 | MinDCF =0.760
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =5.719 | MinDCF =0.758
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.713 | MinDCF =0.713
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =0.731 | MinDCF =0.713
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =6.346 | MinDCF =0.968
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.588 | MinDCF =0.971
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.322 | MinDCF =0.699
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.710 | MinDCF =0.704
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.633 | MinDCF =0.538
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =0.583 | MinDCF =0.540
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =4.004 | MinDCF =0.963
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.3593813663804626 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =4.120 | MinDCF =0.961
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.444 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =2.010 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.773 | MinDCF =0.642
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.010 | MinDCF =0.730
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =5.284 | MinDCF =0.991
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =8.094 | MinDCF =0.988
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =4.123 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =2.478 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.672 | MinDCF =0.662
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.009 | MinDCF =0.760
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.602 | MinDCF =0.995
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =7.616 | MinDCF =0.987
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.886 | MinDCF =0.845
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =0.886 | MinDCF =0.853
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.823 | MinDCF =0.822
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =0.823 | MinDCF =0.823
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =7.342 | MinDCF =0.977
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =7.342 | MinDCF =0.984
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =9.000 | MinDCF =9.000
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 0.5994842503189409 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =9.000 | MinDCF =5.061
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =4.010 | MinDCF =0.985
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =2.671 | MinDCF =0.987
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.778 | MinDCF =0.729
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =0.976 | MinDCF =0.798
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =3.769 | MinDCF =0.983
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =7.085 | MinDCF =0.986
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =3.786 | MinDCF =0.996
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =2.534 | MinDCF =0.996
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.662 | MinDCF =0.625
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =0.651 | MinDCF =0.634
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.835 | MinDCF =0.989
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 1.0 | d = 2.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =3.974 | MinDCF =0.991
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =2.118 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.961 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.951 | MinDCF =0.860
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =0.935 | MinDCF =0.861
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =7.392 | MinDCF =0.988
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =7.385 | MinDCF =0.988
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.893 | MinDCF =0.877
0.1 | 0.1 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =7.227 | MinDCF =0.877
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.865 | MinDCF =0.825
0.1 | 0.5 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =0.827 | MinDCF =0.825
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =7.754 | MinDCF =0.946
0.1 | 0.9 | SVM Poly | K = 0.0 | C = 1.0 | d = 3.0 | c = 1.0 | Raw | Calibrated | PCA = 8 | ActDCF =1.041 | MinDCF =0.963
0.1 | 0.1 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =5.420 | MinDCF =1.000
0.1 | 0.1 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =2.143 | MinDCF =1.000
0.1 | 0.5 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =0.903 | MinDCF =0.812
0.1 | 0.5 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =0.852 | MinDCF =0.843
0.1 | 0.9 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =3.612 | MinDCF =0.995
0.1 | 0.9 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 0.0 | Raw | Calibrated | PCA = 8 | ActDCF =6.377 | MinDCF =0.995
0.1 | 0.1 | SVM Poly | K = 1.0 | C = 0.01 | d = 2.0 | c = 1.0 | Raw | Uncalibrated | PCA = 8 | ActDCF =4.677 | MinDCF =1.000
