0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.01 | Raw | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.993
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 1.0 | Raw | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 1.0 | Raw | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.998
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.01 | Normalized | Uncalibrated | PCA = 10 | ActDCF =2.374 | MinDCF =0.800
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.01 | Normalized | Calibrated | PCA = 10 | ActDCF =5.098 | MinDCF =0.800
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.01 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.397 | MinDCF =0.339
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.01 | Normalized | Calibrated | PCA = 10 | ActDCF =0.635 | MinDCF =0.339
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.01 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.598 | MinDCF =0.978
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.01 | Normalized | Calibrated | PCA = 10 | ActDCF =1.248 | MinDCF =0.978
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.016681005372000592 | Normalized | Uncalibrated | PCA = 10 | ActDCF =2.365 | MinDCF =0.810
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.016681005372000592 | Normalized | Calibrated | PCA = 10 | ActDCF =5.114 | MinDCF =0.810
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.016681005372000592 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.395 | MinDCF =0.342
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.016681005372000592 | Normalized | Calibrated | PCA = 10 | ActDCF =0.638 | MinDCF =0.342
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.016681005372000592 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.582 | MinDCF =0.983
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.016681005372000592 | Normalized | Calibrated | PCA = 10 | ActDCF =1.264 | MinDCF =0.983
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.027825594022071243 | Normalized | Uncalibrated | PCA = 10 | ActDCF =2.377 | MinDCF =0.809
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.027825594022071243 | Normalized | Calibrated | PCA = 10 | ActDCF =5.135 | MinDCF =0.809
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.027825594022071243 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.393 | MinDCF =0.343
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.027825594022071243 | Normalized | Calibrated | PCA = 10 | ActDCF =0.639 | MinDCF =0.343
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.027825594022071243 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.555 | MinDCF =0.983
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.027825594022071243 | Normalized | Calibrated | PCA = 10 | ActDCF =1.252 | MinDCF =0.983
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.046415888336127774 | Normalized | Uncalibrated | PCA = 10 | ActDCF =2.366 | MinDCF =0.801
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.046415888336127774 | Normalized | Calibrated | PCA = 10 | ActDCF =5.158 | MinDCF =0.801
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.046415888336127774 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.389 | MinDCF =0.343
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.046415888336127774 | Normalized | Calibrated | PCA = 10 | ActDCF =0.643 | MinDCF =0.343
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.046415888336127774 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.524 | MinDCF =0.984
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.046415888336127774 | Normalized | Calibrated | PCA = 10 | ActDCF =1.269 | MinDCF =0.984
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.0774263682681127 | Normalized | Uncalibrated | PCA = 10 | ActDCF =2.410 | MinDCF =0.802
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.0774263682681127 | Normalized | Calibrated | PCA = 10 | ActDCF =5.166 | MinDCF =0.802
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.0774263682681127 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.394 | MinDCF =0.341
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.0774263682681127 | Normalized | Calibrated | PCA = 10 | ActDCF =0.644 | MinDCF =0.341
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.0774263682681127 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.529 | MinDCF =0.982
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.0774263682681127 | Normalized | Calibrated | PCA = 10 | ActDCF =1.270 | MinDCF =0.982
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.1291549665014884 | Normalized | Uncalibrated | PCA = 10 | ActDCF =2.432 | MinDCF =0.799
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.1291549665014884 | Normalized | Calibrated | PCA = 10 | ActDCF =5.149 | MinDCF =0.799
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.1291549665014884 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.396 | MinDCF =0.343
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.1291549665014884 | Normalized | Calibrated | PCA = 10 | ActDCF =0.640 | MinDCF =0.343
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.1291549665014884 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.532 | MinDCF =0.979
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.1291549665014884 | Normalized | Calibrated | PCA = 10 | ActDCF =1.254 | MinDCF =0.979
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.21544346900318834 | Normalized | Uncalibrated | PCA = 10 | ActDCF =2.432 | MinDCF =0.798
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.21544346900318834 | Normalized | Calibrated | PCA = 10 | ActDCF =5.149 | MinDCF =0.798
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.21544346900318834 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.396 | MinDCF =0.343
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.21544346900318834 | Normalized | Calibrated | PCA = 10 | ActDCF =0.640 | MinDCF =0.343
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.21544346900318834 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.532 | MinDCF =0.981
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.21544346900318834 | Normalized | Calibrated | PCA = 10 | ActDCF =1.254 | MinDCF =0.981
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.3593813663804626 | Normalized | Uncalibrated | PCA = 10 | ActDCF =2.418 | MinDCF =0.799
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.3593813663804626 | Normalized | Calibrated | PCA = 10 | ActDCF =5.164 | MinDCF =0.799
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.3593813663804626 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.395 | MinDCF =0.344
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.3593813663804626 | Normalized | Calibrated | PCA = 10 | ActDCF =0.642 | MinDCF =0.344
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.3593813663804626 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.530 | MinDCF =0.980
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.3593813663804626 | Normalized | Calibrated | PCA = 10 | ActDCF =1.255 | MinDCF =0.980
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.5994842503189409 | Normalized | Uncalibrated | PCA = 10 | ActDCF =2.409 | MinDCF =0.796
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 0.5994842503189409 | Normalized | Calibrated | PCA = 10 | ActDCF =5.157 | MinDCF =0.796
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.5994842503189409 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.392 | MinDCF =0.343
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 0.5994842503189409 | Normalized | Calibrated | PCA = 10 | ActDCF =0.641 | MinDCF =0.343
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.5994842503189409 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.515 | MinDCF =0.980
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 0.5994842503189409 | Normalized | Calibrated | PCA = 10 | ActDCF =1.254 | MinDCF =0.980
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =2.410 | MinDCF =0.799
0.1 | 0.1 | SVM Linear | K = 0.0 | C = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =5.179 | MinDCF =0.799
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.394 | MinDCF =0.343
0.1 | 0.5 | SVM Linear | K = 0.0 | C = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =0.644 | MinDCF =0.343
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.529 | MinDCF =0.980
0.1 | 0.9 | SVM Linear | K = 0.0 | C = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =1.257 | MinDCF =0.980
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.01 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.000
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.01 | Normalized | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =1.000
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.01 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.997
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.01 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.997
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.01 | Normalized | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.997
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.01 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.997
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.016681005372000592 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.987
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.016681005372000592 | Normalized | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.987
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.016681005372000592 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.716
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.016681005372000592 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.716
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.016681005372000592 | Normalized | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.991
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.016681005372000592 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.991
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.027825594022071243 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.998
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.027825594022071243 | Normalized | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.027825594022071243 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.962
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.027825594022071243 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.962
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.027825594022071243 | Normalized | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.027825594022071243 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.998
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.046415888336127774 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.998
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.046415888336127774 | Normalized | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.998
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.046415888336127774 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.950
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.046415888336127774 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.950
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.046415888336127774 | Normalized | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.999
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.046415888336127774 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.999
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.0774263682681127 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.992
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.0774263682681127 | Normalized | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.992
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.0774263682681127 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.936
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.0774263682681127 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.936
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.0774263682681127 | Normalized | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.988
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.0774263682681127 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.988
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.1291549665014884 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.985
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.1291549665014884 | Normalized | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.985
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.1291549665014884 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.728
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.1291549665014884 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.728
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.1291549665014884 | Normalized | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =1.015
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.1291549665014884 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =1.015
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.21544346900318834 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.966
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.21544346900318834 | Normalized | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.966
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.21544346900318834 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.691
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.21544346900318834 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.691
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.21544346900318834 | Normalized | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.997
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.21544346900318834 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.997
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.3593813663804626 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.998 | MinDCF =0.964
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.3593813663804626 | Normalized | Calibrated | PCA = 10 | ActDCF =8.369 | MinDCF =0.964
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.3593813663804626 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.998 | MinDCF =0.787
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.3593813663804626 | Normalized | Calibrated | PCA = 10 | ActDCF =0.943 | MinDCF =0.787
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.3593813663804626 | Normalized | Uncalibrated | PCA = 10 | ActDCF =8.985 | MinDCF =0.997
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.3593813663804626 | Normalized | Calibrated | PCA = 10 | ActDCF =1.060 | MinDCF =0.997
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.5994842503189409 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.003 | MinDCF =0.964
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 0.5994842503189409 | Normalized | Calibrated | PCA = 10 | ActDCF =8.247 | MinDCF =0.964
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.5994842503189409 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.977 | MinDCF =0.662
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 0.5994842503189409 | Normalized | Calibrated | PCA = 10 | ActDCF =0.932 | MinDCF =0.662
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.5994842503189409 | Normalized | Uncalibrated | PCA = 10 | ActDCF =8.768 | MinDCF =0.997
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 0.5994842503189409 | Normalized | Calibrated | PCA = 10 | ActDCF =1.076 | MinDCF =0.997
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.002 | MinDCF =0.964
0.1 | 0.1 | SVM Linear | K = 1.0 | C = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =8.240 | MinDCF =0.964
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.976 | MinDCF =0.857
0.1 | 0.5 | SVM Linear | K = 1.0 | C = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =0.931 | MinDCF =0.857
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 1.0 | Normalized | Uncalibrated | PCA = 10 | ActDCF =8.754 | MinDCF =0.997
0.1 | 0.9 | SVM Linear | K = 1.0 | C = 1.0 | Normalized | Calibrated | PCA = 10 | ActDCF =1.075 | MinDCF =0.997
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.01 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.964
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.01 | Normalized | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.964
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.01 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.844
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.01 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.844
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.01 | Normalized | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.997
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.01 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.997
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.016681005372000592 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.964
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.016681005372000592 | Normalized | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.964
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.016681005372000592 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.768
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.016681005372000592 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.768
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.016681005372000592 | Normalized | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.997
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.016681005372000592 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.997
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.027825594022071243 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.964
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.027825594022071243 | Normalized | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.964
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.027825594022071243 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.837
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.027825594022071243 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.837
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.027825594022071243 | Normalized | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.997
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.027825594022071243 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.997
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.046415888336127774 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.964
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.046415888336127774 | Normalized | Calibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.964
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.046415888336127774 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.821
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.046415888336127774 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.821
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.046415888336127774 | Normalized | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.997
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.046415888336127774 | Normalized | Calibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.997
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.0774263682681127 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.964
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.0774263682681127 | Normalized | Calibrated | PCA = 10 | ActDCF =8.878 | MinDCF =0.964
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.0774263682681127 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.747
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.0774263682681127 | Normalized | Calibrated | PCA = 10 | ActDCF =0.989 | MinDCF =0.747
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.0774263682681127 | Normalized | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.997
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.0774263682681127 | Normalized | Calibrated | PCA = 10 | ActDCF =1.015 | MinDCF =0.997
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.1291549665014884 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.964
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.1291549665014884 | Normalized | Calibrated | PCA = 10 | ActDCF =8.471 | MinDCF =0.964
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.1291549665014884 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.000 | MinDCF =0.816
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.1291549665014884 | Normalized | Calibrated | PCA = 10 | ActDCF =0.954 | MinDCF =0.816
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.1291549665014884 | Normalized | Uncalibrated | PCA = 10 | ActDCF =9.000 | MinDCF =0.997
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.1291549665014884 | Normalized | Calibrated | PCA = 10 | ActDCF =1.072 | MinDCF =0.997
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.21544346900318834 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.005 | MinDCF =0.964
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.21544346900318834 | Normalized | Calibrated | PCA = 10 | ActDCF =8.275 | MinDCF =0.964
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.21544346900318834 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.992 | MinDCF =0.852
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.21544346900318834 | Normalized | Calibrated | PCA = 10 | ActDCF =0.934 | MinDCF =0.852
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.21544346900318834 | Normalized | Uncalibrated | PCA = 10 | ActDCF =8.914 | MinDCF =0.997
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.21544346900318834 | Normalized | Calibrated | PCA = 10 | ActDCF =1.064 | MinDCF =0.997
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.3593813663804626 | Normalized | Uncalibrated | PCA = 10 | ActDCF =1.003 | MinDCF =0.964
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.3593813663804626 | Normalized | Calibrated | PCA = 10 | ActDCF =8.247 | MinDCF =0.964
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.3593813663804626 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.977 | MinDCF =0.808
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.3593813663804626 | Normalized | Calibrated | PCA = 10 | ActDCF =0.932 | MinDCF =0.808
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.3593813663804626 | Normalized | Uncalibrated | PCA = 10 | ActDCF =8.768 | MinDCF =0.997
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.3593813663804626 | Normalized | Calibrated | PCA = 10 | ActDCF =1.076 | MinDCF =0.997
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.5994842503189409 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.998 | MinDCF =0.964
0.1 | 0.1 | SVM Linear | K = 10.0 | C = 0.5994842503189409 | Normalized | Calibrated | PCA = 10 | ActDCF =8.240 | MinDCF =0.964
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.5994842503189409 | Normalized | Uncalibrated | PCA = 10 | ActDCF =0.972 | MinDCF =0.864
0.1 | 0.5 | SVM Linear | K = 10.0 | C = 0.5994842503189409 | Normalized | Calibrated | PCA = 10 | ActDCF =0.931 | MinDCF =0.864
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.5994842503189409 | Normalized | Uncalibrated | PCA = 10 | ActDCF =8.724 | MinDCF =0.997
0.1 | 0.9 | SVM Linear | K = 10.0 | C = 0.5994842503189409 | Normalized | Calibrated | PCA = 10 | ActDCF =1.075 | MinDCF =0.997
