Full | Raw | PCA = 5 | ActDCF =0.397 | MinDCF =0.394
Full | Raw | PCA = 6 | ActDCF =0.399 | MinDCF =0.384
Full | Raw | PCA = 7 | ActDCF =0.364 | MinDCF =0.352
Full | Raw | PCA = 8 | ActDCF =0.357 | MinDCF =0.345
Full | Raw | PCA = 9 | ActDCF =0.321 | MinDCF =0.321
Full | Raw | PCA = 10 | ActDCF =0.370 | MinDCF =0.327
Full | Raw | PCA = 11 | ActDCF =0.362 | MinDCF =0.312
Full | Normalized | PCA = 5 | ActDCF =0.426 | MinDCF =0.384
Full | Normalized | PCA = 6 | ActDCF =0.390 | MinDCF =0.365
Full | Normalized | PCA = 7 | ActDCF =0.333 | MinDCF =0.325
Full | Normalized | PCA = 8 | ActDCF =0.315 | MinDCF =0.308
Full | Normalized | PCA = 9 | ActDCF =0.319 | MinDCF =0.307
Full | Normalized | PCA = 10 | ActDCF =0.316 | MinDCF =0.299
Full | Normalized | PCA = 11 | ActDCF =0.320 | MinDCF =0.304
Bayes | Raw | PCA = 5 | ActDCF =0.433 | MinDCF =0.414
Bayes | Raw | PCA = 6 | ActDCF =0.422 | MinDCF =0.414
Bayes | Raw | PCA = 7 | ActDCF =0.400 | MinDCF =0.396
Bayes | Raw | PCA = 8 | ActDCF =0.395 | MinDCF =0.389
Bayes | Raw | PCA = 9 | ActDCF =0.393 | MinDCF =0.383
Bayes | Raw | PCA = 10 | ActDCF =0.424 | MinDCF =0.387
Bayes | Raw | PCA = 11 | ActDCF =0.422 | MinDCF =0.384
Bayes | Normalized | PCA = 5 | ActDCF =0.473 | MinDCF =0.450
Bayes | Normalized | PCA = 6 | ActDCF =0.428 | MinDCF =0.423
Bayes | Normalized | PCA = 7 | ActDCF =0.437 | MinDCF =0.432
Bayes | Normalized | PCA = 8 | ActDCF =0.427 | MinDCF =0.420
Bayes | Normalized | PCA = 9 | ActDCF =0.429 | MinDCF =0.421
Bayes | Normalized | PCA = 10 | ActDCF =0.421 | MinDCF =0.411
Bayes | Normalized | PCA = 11 | ActDCF =0.415 | MinDCF =0.400
Tied | Raw | PCA = 5 | ActDCF =0.425 | MinDCF =0.420
Tied | Raw | PCA = 6 | ActDCF =0.407 | MinDCF =0.397
Tied | Raw | PCA = 7 | ActDCF =0.375 | MinDCF =0.371
Tied | Raw | PCA = 8 | ActDCF =0.368 | MinDCF =0.362
Tied | Raw | PCA = 9 | ActDCF =0.347 | MinDCF =0.338
Tied | Raw | PCA = 10 | ActDCF =0.351 | MinDCF =0.337
Tied | Raw | PCA = 11 | ActDCF =0.341 | MinDCF =0.334
Tied | Normalized | PCA = 5 | ActDCF =0.421 | MinDCF =0.384
Tied | Normalized | PCA = 6 | ActDCF =0.397 | MinDCF =0.368
Tied | Normalized | PCA = 7 | ActDCF =0.391 | MinDCF =0.380
Tied | Normalized | PCA = 8 | ActDCF =0.386 | MinDCF =0.383
Tied | Normalized | PCA = 9 | ActDCF =0.364 | MinDCF =0.356
Tied | Normalized | PCA = 10 | ActDCF =0.364 | MinDCF =0.354
Tied | Normalized | PCA = 11 | ActDCF =0.360 | MinDCF =0.356
Linear Regression | Lambda =1.44e+00 | Raw | PCA = 11 | ActDCF =0.536 | MinDCF =0.516
Linear Regression | Lambda =1.44e+00 | Normalized | PCA = 5 | ActDCF =0.463 | MinDCF =0.449
Linear Regression | Lambda =1.44e+00 | Normalized | PCA = 6 | ActDCF =0.443 | MinDCF =0.438
Linear Regression | Lambda =1.44e+00 | Normalized | PCA = 7 | ActDCF =0.437 | MinDCF =0.435
Linear Regression | Lambda =1.44e+00 | Normalized | PCA = 8 | ActDCF =0.438 | MinDCF =0.436
Linear Regression | Lambda =1.44e+00 | Normalized | PCA = 9 | ActDCF =0.441 | MinDCF =0.432
Linear Regression | Lambda =1.44e+00 | Normalized | PCA = 10 | ActDCF =0.442 | MinDCF =0.432
Linear Regression | Lambda =1.44e+00 | Normalized | PCA = 11 | ActDCF =0.443 | MinDCF =0.431
Linear Regression | Lambda =3.36e+00 | Raw | PCA = 5 | ActDCF =0.663 | MinDCF =0.634
Linear Regression | Lambda =3.36e+00 | Raw | PCA = 6 | ActDCF =0.663 | MinDCF =0.635
Linear Regression | Lambda =3.36e+00 | Raw | PCA = 7 | ActDCF =0.663 | MinDCF =0.634
Linear Regression | Lambda =3.36e+00 | Raw | PCA = 8 | ActDCF =0.663 | MinDCF =0.633
Linear Regression | Lambda =3.36e+00 | Raw | PCA = 9 | ActDCF =0.663 | MinDCF =0.634
Linear Regression | Lambda =3.36e+00 | Raw | PCA = 10 | ActDCF =0.663 | MinDCF =0.634
Linear Regression | Lambda =3.36e+00 | Raw | PCA = 11 | ActDCF =0.663 | MinDCF =0.634
Linear Regression | Lambda =3.36e+00 | Normalized | PCA = 5 | ActDCF =0.469 | MinDCF =0.466
Linear Regression | Lambda =3.36e+00 | Normalized | PCA = 6 | ActDCF =0.458 | MinDCF =0.451
Linear Regression | Lambda =3.36e+00 | Normalized | PCA = 7 | ActDCF =0.454 | MinDCF =0.451
Linear Regression | Lambda =3.36e+00 | Normalized | PCA = 8 | ActDCF =0.454 | MinDCF =0.449
Linear Regression | Lambda =3.36e+00 | Normalized | PCA = 9 | ActDCF =0.457 | MinDCF =0.443
Linear Regression | Lambda =3.36e+00 | Normalized | PCA = 10 | ActDCF =0.456 | MinDCF =0.441
Linear Regression | Lambda =3.36e+00 | Normalized | PCA = 11 | ActDCF =0.456 | MinDCF =0.442
Linear Regression | Lambda =7.85e+00 | Raw | PCA = 5 | ActDCF =0.737 | MinDCF =0.710
Linear Regression | Lambda =7.85e+00 | Raw | PCA = 6 | ActDCF =0.734 | MinDCF =0.709
Linear Regression | Lambda =7.85e+00 | Raw | PCA = 7 | ActDCF =0.737 | MinDCF =0.710
Linear Regression | Lambda =7.85e+00 | Raw | PCA = 8 | ActDCF =0.734 | MinDCF =0.709
Linear Regression | Lambda =7.85e+00 | Raw | PCA = 9 | ActDCF =0.734 | MinDCF =0.708
Linear Regression | Lambda =7.85e+00 | Raw | PCA = 10 | ActDCF =0.734 | MinDCF =0.709
Linear Regression | Lambda =7.85e+00 | Raw | PCA = 11 | ActDCF =0.737 | MinDCF =0.710
Linear Regression | Lambda =7.85e+00 | Normalized | PCA = 5 | ActDCF =0.478 | MinDCF =0.473
Linear Regression | Lambda =7.85e+00 | Normalized | PCA = 6 | ActDCF =0.461 | MinDCF =0.465
Linear Regression | Lambda =7.85e+00 | Normalized | PCA = 7 | ActDCF =0.463 | MinDCF =0.455
Linear Regression | Lambda =7.85e+00 | Normalized | PCA = 8 | ActDCF =0.463 | MinDCF =0.450
Linear Regression | Lambda =7.85e+00 | Normalized | PCA = 9 | ActDCF =0.458 | MinDCF =0.449
Linear Regression | Lambda =7.85e+00 | Normalized | PCA = 10 | ActDCF =0.458 | MinDCF =0.449
Linear Regression | Lambda =7.85e+00 | Normalized | PCA = 11 | ActDCF =0.458 | MinDCF =0.449
Linear Regression | Lambda =1.83e+01 | Raw | PCA = 5 | ActDCF =0.782 | MinDCF =0.752
Linear Regression | Lambda =1.83e+01 | Raw | PCA = 6 | ActDCF =0.781 | MinDCF =0.752
Linear Regression | Lambda =1.83e+01 | Raw | PCA = 7 | ActDCF =0.781 | MinDCF =0.752
Linear Regression | Lambda =1.83e+01 | Raw | PCA = 8 | ActDCF =0.781 | MinDCF =0.752
Linear Regression | Lambda =1.83e+01 | Raw | PCA = 9 | ActDCF =0.781 | MinDCF =0.752
Linear Regression | Lambda =1.83e+01 | Raw | PCA = 10 | ActDCF =0.781 | MinDCF =0.752
Linear Regression | Lambda =1.83e+01 | Raw | PCA = 11 | ActDCF =0.781 | MinDCF =0.752
Linear Regression | Lambda =1.83e+01 | Normalized | PCA = 5 | ActDCF =0.481 | MinDCF =0.483
Linear Regression | Lambda =1.83e+01 | Normalized | PCA = 6 | ActDCF =0.470 | MinDCF =0.478
Linear Regression | Lambda =1.83e+01 | Normalized | PCA = 7 | ActDCF =0.467 | MinDCF =0.471
Linear Regression | Lambda =1.83e+01 | Normalized | PCA = 8 | ActDCF =0.464 | MinDCF =0.473
Linear Regression | Lambda =1.83e+01 | Normalized | PCA = 9 | ActDCF =0.459 | MinDCF =0.469
Linear Regression | Lambda =1.83e+01 | Normalized | PCA = 10 | ActDCF =0.462 | MinDCF =0.467
Linear Regression | Lambda =1.83e+01 | Normalized | PCA = 11 | ActDCF =0.460 | MinDCF =0.468
Linear Regression | Lambda =4.28e+01 | Raw | PCA = 5 | ActDCF =0.816 | MinDCF =0.776
Linear Regression | Lambda =4.28e+01 | Raw | PCA = 6 | ActDCF =0.816 | MinDCF =0.776
Linear Regression | Lambda =4.28e+01 | Raw | PCA = 7 | ActDCF =0.816 | MinDCF =0.776
Linear Regression | Lambda =4.28e+01 | Raw | PCA = 8 | ActDCF =0.816 | MinDCF =0.776
Linear Regression | Lambda =4.28e+01 | Raw | PCA = 9 | ActDCF =0.816 | MinDCF =0.776
Linear Regression | Lambda =4.28e+01 | Raw | PCA = 10 | ActDCF =0.816 | MinDCF =0.776
Linear Regression | Lambda =4.28e+01 | Raw | PCA = 11 | ActDCF =0.816 | MinDCF =0.776
Linear Regression | Lambda =4.28e+01 | Normalized | PCA = 5 | ActDCF =0.481 | MinDCF =0.580
Linear Regression | Lambda =4.28e+01 | Normalized | PCA = 6 | ActDCF =0.470 | MinDCF =0.577
Linear Regression | Lambda =4.28e+01 | Normalized | PCA = 7 | ActDCF =0.469 | MinDCF =0.571
Linear Regression | Lambda =4.28e+01 | Normalized | PCA = 8 | ActDCF =0.466 | MinDCF =0.564
Linear Regression | Lambda =4.28e+01 | Normalized | PCA = 9 | ActDCF =0.461 | MinDCF =0.568
Linear Regression | Lambda =4.28e+01 | Normalized | PCA = 10 | ActDCF =0.460 | MinDCF =0.566
Linear Regression | Lambda =4.28e+01 | Normalized | PCA = 11 | ActDCF =0.459 | MinDCF =0.566
Linear Regression | Lambda =1.00e+02 | Raw | PCA = 5 | ActDCF =0.850 | MinDCF =0.799
Linear Regression | Lambda =1.00e+02 | Raw | PCA = 6 | ActDCF =0.850 | MinDCF =0.799
Linear Regression | Lambda =1.00e+02 | Raw | PCA = 7 | ActDCF =0.850 | MinDCF =0.799
Linear Regression | Lambda =1.00e+02 | Raw | PCA = 8 | ActDCF =0.850 | MinDCF =0.799
Linear Regression | Lambda =1.00e+02 | Raw | PCA = 9 | ActDCF =0.850 | MinDCF =0.799
Linear Regression | Lambda =1.00e+02 | Raw | PCA = 10 | ActDCF =0.850 | MinDCF =0.799
Linear Regression | Lambda =1.00e+02 | Raw | PCA = 11 | ActDCF =0.850 | MinDCF =0.799
Linear Regression | Lambda =1.00e+02 | Normalized | PCA = 5 | ActDCF =0.488 | MinDCF =0.782
Linear Regression | Lambda =1.00e+02 | Normalized | PCA = 6 | ActDCF =0.467 | MinDCF =0.772
Linear Regression | Lambda =1.00e+02 | Normalized | PCA = 7 | ActDCF =0.470 | MinDCF =0.772
Linear Regression | Lambda =1.00e+02 | Normalized | PCA = 8 | ActDCF =0.468 | MinDCF =0.769
Linear Regression | Lambda =1.00e+02 | Normalized | PCA = 9 | ActDCF =0.461 | MinDCF =0.766
Linear Regression | Lambda =1.00e+02 | Normalized | PCA = 10 | ActDCF =0.460 | MinDCF =0.766
Linear Regression | Lambda =1.00e+02 | Normalized | PCA = 11 | ActDCF =0.458 | MinDCF =0.765
Quadratic Regression | Lambda =1.00e-05 | Raw | PCA = 5 | ActDCF =0.450 | MinDCF =0.450
Quadratic Regression | Lambda =1.00e-05 | Raw | PCA = 6 | ActDCF =0.373 | MinDCF =0.365
Quadratic Regression | Lambda =1.00e-05 | Raw | PCA = 7 | ActDCF =0.390 | MinDCF =0.367
Quadratic Regression | Lambda =1.00e-05 | Raw | PCA = 8 | ActDCF =0.396 | MinDCF =0.378
Quadratic Regression | Lambda =1.00e-05 | Raw | PCA = 9 | ActDCF =0.394 | MinDCF =0.379
Quadratic Regression | Lambda =1.00e-05 | Raw | PCA = 10 | ActDCF =0.411 | MinDCF =0.398
Quadratic Regression | Lambda =1.00e-05 | Raw | PCA = 11 | ActDCF =0.396 | MinDCF =0.382
Quadratic Regression | Lambda =1.00e-05 | Normalized | PCA = 5 | ActDCF =0.354 | MinDCF =0.341
Quadratic Regression | Lambda =1.00e-05 | Normalized | PCA = 6 | ActDCF =0.363 | MinDCF =0.348
Quadratic Regression | Lambda =1.00e-05 | Normalized | PCA = 7 | ActDCF =0.325 | MinDCF =0.314
Quadratic Regression | Lambda =1.00e-05 | Normalized | PCA = 8 | ActDCF =0.304 | MinDCF =0.299
Quadratic Regression | Lambda =1.00e-05 | Normalized | PCA = 9 | ActDCF =0.298 | MinDCF =0.291
Quadratic Regression | Lambda =1.00e-05 | Normalized | PCA = 10 | ActDCF =0.295 | MinDCF =0.285
Quadratic Regression | Lambda =1.00e-05 | Normalized | PCA = 11 | ActDCF =0.302 | MinDCF =0.295
Quadratic Regression | Lambda =2.34e-05 | Raw | PCA = 5 | ActDCF =0.445 | MinDCF =0.443
Quadratic Regression | Lambda =2.34e-05 | Raw | PCA = 6 | ActDCF =0.385 | MinDCF =0.370
Quadratic Regression | Lambda =2.34e-05 | Raw | PCA = 7 | ActDCF =0.392 | MinDCF =0.365
Quadratic Regression | Lambda =2.34e-05 | Raw | PCA = 8 | ActDCF =0.390 | MinDCF =0.380
Quadratic Regression | Lambda =2.34e-05 | Raw | PCA = 9 | ActDCF =0.378 | MinDCF =0.374
Quadratic Regression | Lambda =2.34e-05 | Raw | PCA = 10 | ActDCF =0.383 | MinDCF =0.371
Quadratic Regression | Lambda =2.34e-05 | Raw | PCA = 11 | ActDCF =0.384 | MinDCF =0.378
Quadratic Regression | Lambda =2.34e-05 | Normalized | PCA = 5 | ActDCF =0.354 | MinDCF =0.341
Quadratic Regression | Lambda =2.34e-05 | Normalized | PCA = 6 | ActDCF =0.363 | MinDCF =0.348
Quadratic Regression | Lambda =2.34e-05 | Normalized | PCA = 7 | ActDCF =0.325 | MinDCF =0.314
Quadratic Regression | Lambda =2.34e-05 | Normalized | PCA = 8 | ActDCF =0.304 | MinDCF =0.299
Quadratic Regression | Lambda =2.34e-05 | Normalized | PCA = 9 | ActDCF =0.298 | MinDCF =0.291
Quadratic Regression | Lambda =2.34e-05 | Normalized | PCA = 10 | ActDCF =0.295 | MinDCF =0.285
Quadratic Regression | Lambda =2.34e-05 | Normalized | PCA = 11 | ActDCF =0.302 | MinDCF =0.295
Quadratic Regression | Lambda =5.46e-05 | Raw | PCA = 5 | ActDCF =0.452 | MinDCF =0.438
Quadratic Regression | Lambda =5.46e-05 | Raw | PCA = 6 | ActDCF =0.388 | MinDCF =0.375
Quadratic Regression | Lambda =5.46e-05 | Raw | PCA = 7 | ActDCF =0.379 | MinDCF =0.366
Quadratic Regression | Lambda =5.46e-05 | Raw | PCA = 8 | ActDCF =0.396 | MinDCF =0.365
Quadratic Regression | Lambda =5.46e-05 | Raw | PCA = 9 | ActDCF =0.396 | MinDCF =0.388
Quadratic Regression | Lambda =5.46e-05 | Raw | PCA = 10 | ActDCF =0.373 | MinDCF =0.371
Quadratic Regression | Lambda =5.46e-05 | Raw | PCA = 11 | ActDCF =0.392 | MinDCF =0.379
Quadratic Regression | Lambda =5.46e-05 | Normalized | PCA = 5 | ActDCF =0.354 | MinDCF =0.341
Quadratic Regression | Lambda =5.46e-05 | Normalized | PCA = 6 | ActDCF =0.363 | MinDCF =0.347
Quadratic Regression | Lambda =5.46e-05 | Normalized | PCA = 7 | ActDCF =0.325 | MinDCF =0.314
Quadratic Regression | Lambda =5.46e-05 | Normalized | PCA = 8 | ActDCF =0.304 | MinDCF =0.299
Quadratic Regression | Lambda =5.46e-05 | Normalized | PCA = 9 | ActDCF =0.298 | MinDCF =0.291
Quadratic Regression | Lambda =5.46e-05 | Normalized | PCA = 10 | ActDCF =0.295 | MinDCF =0.285
Quadratic Regression | Lambda =5.46e-05 | Normalized | PCA = 11 | ActDCF =0.303 | MinDCF =0.293
Quadratic Regression | Lambda =1.27e-04 | Raw | PCA = 5 | ActDCF =0.455 | MinDCF =0.445
Quadratic Regression | Lambda =1.27e-04 | Raw | PCA = 6 | ActDCF =0.383 | MinDCF =0.376
Quadratic Regression | Lambda =1.27e-04 | Raw | PCA = 7 | ActDCF =0.382 | MinDCF =0.359
Quadratic Regression | Lambda =1.27e-04 | Raw | PCA = 8 | ActDCF =0.402 | MinDCF =0.380
Quadratic Regression | Lambda =1.27e-04 | Raw | PCA = 9 | ActDCF =0.386 | MinDCF =0.378
Quadratic Regression | Lambda =1.27e-04 | Raw | PCA = 10 | ActDCF =0.395 | MinDCF =0.387
Quadratic Regression | Lambda =1.27e-04 | Raw | PCA = 11 | ActDCF =0.405 | MinDCF =0.386
Quadratic Regression | Lambda =1.27e-04 | Normalized | PCA = 5 | ActDCF =0.354 | MinDCF =0.341
Quadratic Regression | Lambda =1.27e-04 | Normalized | PCA = 6 | ActDCF =0.362 | MinDCF =0.347
Quadratic Regression | Lambda =1.27e-04 | Normalized | PCA = 7 | ActDCF =0.325 | MinDCF =0.314
Quadratic Regression | Lambda =1.27e-04 | Normalized | PCA = 8 | ActDCF =0.306 | MinDCF =0.299
Quadratic Regression | Lambda =1.27e-04 | Normalized | PCA = 9 | ActDCF =0.297 | MinDCF =0.291
Quadratic Regression | Lambda =1.27e-04 | Normalized | PCA = 10 | ActDCF =0.294 | MinDCF =0.285
Quadratic Regression | Lambda =1.27e-04 | Normalized | PCA = 11 | ActDCF =0.303 | MinDCF =0.293
Quadratic Regression | Lambda =2.98e-04 | Raw | PCA = 5 | ActDCF =0.440 | MinDCF =0.439
Quadratic Regression | Lambda =2.98e-04 | Raw | PCA = 6 | ActDCF =0.383 | MinDCF =0.364
Quadratic Regression | Lambda =2.98e-04 | Raw | PCA = 7 | ActDCF =0.375 | MinDCF =0.358
Quadratic Regression | Lambda =2.98e-04 | Raw | PCA = 8 | ActDCF =0.393 | MinDCF =0.367
Quadratic Regression | Lambda =2.98e-04 | Raw | PCA = 9 | ActDCF =0.383 | MinDCF =0.375
Quadratic Regression | Lambda =2.98e-04 | Raw | PCA = 10 | ActDCF =0.380 | MinDCF =0.370
Quadratic Regression | Lambda =2.98e-04 | Raw | PCA = 11 | ActDCF =0.400 | MinDCF =0.395
Quadratic Regression | Lambda =2.98e-04 | Normalized | PCA = 5 | ActDCF =0.356 | MinDCF =0.341
Quadratic Regression | Lambda =2.98e-04 | Normalized | PCA = 6 | ActDCF =0.363 | MinDCF =0.347
Quadratic Regression | Lambda =2.98e-04 | Normalized | PCA = 7 | ActDCF =0.326 | MinDCF =0.314
Quadratic Regression | Lambda =2.98e-04 | Normalized | PCA = 8 | ActDCF =0.304 | MinDCF =0.299
Quadratic Regression | Lambda =2.98e-04 | Normalized | PCA = 9 | ActDCF =0.299 | MinDCF =0.290
Quadratic Regression | Lambda =2.98e-04 | Normalized | PCA = 10 | ActDCF =0.296 | MinDCF =0.287
Quadratic Regression | Lambda =2.98e-04 | Normalized | PCA = 11 | ActDCF =0.299 | MinDCF =0.293
Quadratic Regression | Lambda =6.95e-04 | Raw | PCA = 5 | ActDCF =0.454 | MinDCF =0.449
Quadratic Regression | Lambda =6.95e-04 | Raw | PCA = 6 | ActDCF =0.380 | MinDCF =0.365
Quadratic Regression | Lambda =6.95e-04 | Raw | PCA = 7 | ActDCF =0.386 | MinDCF =0.365
Quadratic Regression | Lambda =6.95e-04 | Raw | PCA = 8 | ActDCF =0.391 | MinDCF =0.364
Quadratic Regression | Lambda =6.95e-04 | Raw | PCA = 9 | ActDCF =0.383 | MinDCF =0.366
Quadratic Regression | Lambda =6.95e-04 | Raw | PCA = 10 | ActDCF =0.379 | MinDCF =0.375
Quadratic Regression | Lambda =6.95e-04 | Raw | PCA = 11 | ActDCF =0.415 | MinDCF =0.397
Quadratic Regression | Lambda =6.95e-04 | Normalized | PCA = 5 | ActDCF =0.354 | MinDCF =0.340
Quadratic Regression | Lambda =6.95e-04 | Normalized | PCA = 6 | ActDCF =0.362 | MinDCF =0.347
Quadratic Regression | Lambda =6.95e-04 | Normalized | PCA = 7 | ActDCF =0.326 | MinDCF =0.313
Quadratic Regression | Lambda =6.95e-04 | Normalized | PCA = 8 | ActDCF =0.306 | MinDCF =0.299
Quadratic Regression | Lambda =6.95e-04 | Normalized | PCA = 9 | ActDCF =0.296 | MinDCF =0.290
Quadratic Regression | Lambda =6.95e-04 | Normalized | PCA = 10 | ActDCF =0.295 | MinDCF =0.286
Quadratic Regression | Lambda =6.95e-04 | Normalized | PCA = 11 | ActDCF =0.297 | MinDCF =0.292
Quadratic Regression | Lambda =1.62e-03 | Raw | PCA = 5 | ActDCF =0.437 | MinDCF =0.436
Quadratic Regression | Lambda =1.62e-03 | Raw | PCA = 6 | ActDCF =0.390 | MinDCF =0.366
Quadratic Regression | Lambda =1.62e-03 | Raw | PCA = 7 | ActDCF =0.385 | MinDCF =0.354
Quadratic Regression | Lambda =1.62e-03 | Raw | PCA = 8 | ActDCF =0.400 | MinDCF =0.371
Quadratic Regression | Lambda =1.62e-03 | Raw | PCA = 9 | ActDCF =0.378 | MinDCF =0.373
Quadratic Regression | Lambda =1.62e-03 | Raw | PCA = 10 | ActDCF =0.411 | MinDCF =0.396
Quadratic Regression | Lambda =1.62e-03 | Raw | PCA = 11 | ActDCF =0.400 | MinDCF =0.391
Quadratic Regression | Lambda =1.62e-03 | Normalized | PCA = 5 | ActDCF =0.352 | MinDCF =0.340
Quadratic Regression | Lambda =1.62e-03 | Normalized | PCA = 6 | ActDCF =0.362 | MinDCF =0.347
Quadratic Regression | Lambda =1.62e-03 | Normalized | PCA = 7 | ActDCF =0.325 | MinDCF =0.315
Quadratic Regression | Lambda =1.62e-03 | Normalized | PCA = 8 | ActDCF =0.308 | MinDCF =0.299
Quadratic Regression | Lambda =1.62e-03 | Normalized | PCA = 9 | ActDCF =0.297 | MinDCF =0.289
Quadratic Regression | Lambda =1.62e-03 | Normalized | PCA = 10 | ActDCF =0.297 | MinDCF =0.285
Quadratic Regression | Lambda =1.62e-03 | Normalized | PCA = 11 | ActDCF =0.299 | MinDCF =0.292
Quadratic Regression | Lambda =3.79e-03 | Raw | PCA = 5 | ActDCF =0.451 | MinDCF =0.439
Quadratic Regression | Lambda =3.79e-03 | Raw | PCA = 6 | ActDCF =0.378 | MinDCF =0.371
Quadratic Regression | Lambda =3.79e-03 | Raw | PCA = 7 | ActDCF =0.384 | MinDCF =0.365
Quadratic Regression | Lambda =3.79e-03 | Raw | PCA = 8 | ActDCF =0.379 | MinDCF =0.363
Quadratic Regression | Lambda =3.79e-03 | Raw | PCA = 9 | ActDCF =0.398 | MinDCF =0.377
Quadratic Regression | Lambda =3.79e-03 | Raw | PCA = 10 | ActDCF =0.389 | MinDCF =0.385
Quadratic Regression | Lambda =3.79e-03 | Raw | PCA = 11 | ActDCF =0.391 | MinDCF =0.383
Quadratic Regression | Lambda =3.79e-03 | Normalized | PCA = 5 | ActDCF =0.352 | MinDCF =0.339
Quadratic Regression | Lambda =3.79e-03 | Normalized | PCA = 6 | ActDCF =0.363 | MinDCF =0.347
Quadratic Regression | Lambda =3.79e-03 | Normalized | PCA = 7 | ActDCF =0.328 | MinDCF =0.313
Quadratic Regression | Lambda =3.79e-03 | Normalized | PCA = 8 | ActDCF =0.306 | MinDCF =0.301
Quadratic Regression | Lambda =3.79e-03 | Normalized | PCA = 9 | ActDCF =0.298 | MinDCF =0.284
Quadratic Regression | Lambda =3.79e-03 | Normalized | PCA = 10 | ActDCF =0.288 | MinDCF =0.285
Quadratic Regression | Lambda =3.79e-03 | Normalized | PCA = 11 | ActDCF =0.294 | MinDCF =0.290
Quadratic Regression | Lambda =8.86e-03 | Raw | PCA = 5 | ActDCF =0.442 | MinDCF =0.440
Quadratic Regression | Lambda =8.86e-03 | Raw | PCA = 6 | ActDCF =0.375 | MinDCF =0.365
Quadratic Regression | Lambda =8.86e-03 | Raw | PCA = 7 | ActDCF =0.377 | MinDCF =0.354
Quadratic Regression | Lambda =8.86e-03 | Raw | PCA = 8 | ActDCF =0.384 | MinDCF =0.376
Quadratic Regression | Lambda =8.86e-03 | Raw | PCA = 9 | ActDCF =0.386 | MinDCF =0.374
Quadratic Regression | Lambda =8.86e-03 | Raw | PCA = 10 | ActDCF =0.382 | MinDCF =0.379
Quadratic Regression | Lambda =8.86e-03 | Raw | PCA = 11 | ActDCF =0.396 | MinDCF =0.382
Quadratic Regression | Lambda =8.86e-03 | Normalized | PCA = 5 | ActDCF =0.344 | MinDCF =0.338
Quadratic Regression | Lambda =8.86e-03 | Normalized | PCA = 6 | ActDCF =0.358 | MinDCF =0.348
Quadratic Regression | Lambda =8.86e-03 | Normalized | PCA = 7 | ActDCF =0.326 | MinDCF =0.317
Quadratic Regression | Lambda =8.86e-03 | Normalized | PCA = 8 | ActDCF =0.313 | MinDCF =0.299
Quadratic Regression | Lambda =8.86e-03 | Normalized | PCA = 9 | ActDCF =0.289 | MinDCF =0.285
Quadratic Regression | Lambda =8.86e-03 | Normalized | PCA = 10 | ActDCF =0.285 | MinDCF =0.285
Quadratic Regression | Lambda =8.86e-03 | Normalized | PCA = 11 | ActDCF =0.293 | MinDCF =0.287
Quadratic Regression | Lambda =2.07e-02 | Raw | PCA = 5 | ActDCF =0.437 | MinDCF =0.438
Quadratic Regression | Lambda =2.07e-02 | Raw | PCA = 6 | ActDCF =0.380 | MinDCF =0.364
Quadratic Regression | Lambda =2.07e-02 | Raw | PCA = 7 | ActDCF =0.381 | MinDCF =0.359
Quadratic Regression | Lambda =2.07e-02 | Raw | PCA = 8 | ActDCF =0.406 | MinDCF =0.383
Quadratic Regression | Lambda =2.07e-02 | Raw | PCA = 9 | ActDCF =0.373 | MinDCF =0.370
Quadratic Regression | Lambda =2.07e-02 | Raw | PCA = 10 | ActDCF =0.387 | MinDCF =0.375
Quadratic Regression | Lambda =2.07e-02 | Raw | PCA = 11 | ActDCF =0.409 | MinDCF =0.389
Quadratic Regression | Lambda =2.07e-02 | Normalized | PCA = 5 | ActDCF =0.345 | MinDCF =0.336
Quadratic Regression | Lambda =2.07e-02 | Normalized | PCA = 6 | ActDCF =0.356 | MinDCF =0.350
Quadratic Regression | Lambda =2.07e-02 | Normalized | PCA = 7 | ActDCF =0.332 | MinDCF =0.318
Quadratic Regression | Lambda =2.07e-02 | Normalized | PCA = 8 | ActDCF =0.314 | MinDCF =0.303
Quadratic Regression | Lambda =2.07e-02 | Normalized | PCA = 9 | ActDCF =0.295 | MinDCF =0.291
Quadratic Regression | Lambda =2.07e-02 | Normalized | PCA = 10 | ActDCF =0.290 | MinDCF =0.280
Quadratic Regression | Lambda =2.07e-02 | Normalized | PCA = 11 | ActDCF =0.291 | MinDCF =0.288
Quadratic Regression | Lambda =4.83e-02 | Raw | PCA = 5 | ActDCF =0.447 | MinDCF =0.443
Quadratic Regression | Lambda =4.83e-02 | Raw | PCA = 6 | ActDCF =0.380 | MinDCF =0.368
Quadratic Regression | Lambda =4.83e-02 | Raw | PCA = 7 | ActDCF =0.374 | MinDCF =0.362
Quadratic Regression | Lambda =4.83e-02 | Raw | PCA = 8 | ActDCF =0.394 | MinDCF =0.376
Quadratic Regression | Lambda =4.83e-02 | Raw | PCA = 9 | ActDCF =0.377 | MinDCF =0.374
Quadratic Regression | Lambda =4.83e-02 | Raw | PCA = 10 | ActDCF =0.394 | MinDCF =0.386
Quadratic Regression | Lambda =4.83e-02 | Raw | PCA = 11 | ActDCF =0.404 | MinDCF =0.387
Quadratic Regression | Lambda =4.83e-02 | Normalized | PCA = 5 | ActDCF =0.348 | MinDCF =0.343
